No,Date,Time,Temp1,Temp2,Temp3
1,27 January 2026,08:19:00,14.00,14.00,14.00
2,27 January 2026,08:19:01,14.00,14.00,14.00
3,27 January 2026,08:19:02,13.80,13.80,13.80
4,27 January 2026,08:19:03,13.80,13.80,13.80
5,27 January 2026,08:19:04,13.80,13.80,13.80
6,27 January 2026,08:19:05,13.80,13.80,13.80
7,27 January 2026,08:19:06,13.80,13.80,13.80
