No,Date,Time,Temp1,Temp2,Temp3
1,14 January 2025,11:02:22,15.80,15.80,15.80

2,14 January 2025,11:02:23,15.80,15.80,15.80

3,14 January 2025,11:02:24,15.80,15.80,15.80

4,14 January 2025,11:02:25,15.80,15.80,15.80

5,14 January 2025,11:02:26,15.70,15.70,15.70

6,14 January 2025,11:02:28,15.70,15.70,15.70

