No,Date,Time,Temp1,Temp2,Temp3
1,26 January 2026,14:57:29,25.50,25.50,25.50

2,26 January 2026,14:57:30,25.50,25.50,25.50

3,26 January 2026,14:57:32,25.60,25.60,25.60

4,26 January 2026,14:57:33,25.60,25.60,25.60

5,26 January 2026,14:57:34,25.60,25.60,25.60

6,26 January 2026,14:57:35,25.60,25.60,25.60

7,26 January 2026,14:57:36,25.60,25.60,25.60

8,26 January 2026,14:57:37,25.60,25.60,25.60

